N,P,K,temperature,humidity,ph,rainfall,label
4,45,23,28.776535,86.133164,7.01274,43.800411,mungbean
12,45,23,27.618568,89.996156,6.469961,57.090861,mungbean
23,45,23,28.776535,86.69134,6.98313,56.124432,mungbean
28,45,23,29.650212,80.298683,6.489259,56.762784,mungbean
33,45,23,28.027526,83.606084,6.254624,37.976965,mungbean
38,45,23,28.776535,84.884573,6.98313,36.120429,mungbean
24,44,23,28.896273,86.907241,6.976017,55.917031,mungbean
11,42,23,28.124345,89.508633,6.727111,57.40492,mungbean
24,42,23,28.727527,82.359162,7.069748,58.529743,mungbean
24,42,23,28.224713,82.359162,6.428054,44.012066,mungbean
23,39,23,29.193705,84.323416,7.099491,40.654467,mungbean
21,38,23,29.755389,86.451933,7.033013,37.546027,mungbean
20,36,23,27.80641,83.103284,6.877318,46.818479,mungbean
28,36,23,28.165401,88.461348,7.104169,44.74766,mungbean
28,35,23,29.609215,85.294246,7.148583,58.76345,mungbean
10,59,22,28.609011,86.994958,7.155685,36.94617,mungbean
10,59,22,28.609011,84.884573,7.155685,36.94617,mungbean
34,59,22,28.340601,82.775349,6.974766,57.251722,mungbean
25,58,22,27.714657,89.007099,6.311693,54.254401,mungbean
32,58,22,27.632297,89.996156,6.894378,43.751912,mungbean
33,58,22,28.429428,87.197391,6.801149,43.366573,mungbean
32,57,22,27.547632,89.507733,6.703193,57.052915,mungbean
32,57,22,28.689985,87.504368,6.769416,44.565984,mungbean
33,57,22,27.705617,87.192205,6.766188,57.804954,mungbean
7,54,22,28.253315,81.723802,7.010024,37.521465,mungbean
8,54,22,28.998912,83.552745,6.387185,56.073634,mungbean
34,54,22,28.082816,88.611043,6.649779,57.598024,mungbean
19,53,22,27.864013,80.451314,6.852885,42.830539,mungbean
19,53,22,27.978858,80.976024,6.826036,42.531292,mungbean
37,52,22,28.661915,86.92948,6.570101,55.747623,mungbean
0,50,22,29.688697,88.759071,6.985591,44.643877,mungbean
36,50,22,28.676161,86.80836,6.461028,55.541028,mungbean
38,49,22,29.914544,86.278455,6.356194,40.406886,mungbean
9,48,22,27.770763,87.099795,6.459252,56.52558,mungbean
9,48,22,27.770763,87.099795,6.402926,49.508126,mungbean
9,48,22,27.770763,87.099795,6.402926,46.756901,mungbean
25,48,22,28.341347,83.620135,6.290357,51.136769,mungbean
9,46,22,27.014704,84.573273,6.371797,48.108181,mungbean
24,46,22,28.642892,85.427156,6.700614,54.714811,mungbean
19,45,22,28.769809,89.996156,6.810165,54.376282,mungbean
20,45,22,29.878881,87.327612,6.904587,54.961213,mungbean
20,45,22,29.588816,89.993969,6.904587,54.961213,mungbean
34,44,22,29.092845,85.207032,6.432654,37.579539,mungbean
36,43,22,27.826843,87.166791,6.389882,58.372498,mungbean
5,42,22,28.090361,88.10911,6.497891,42.36837,mungbean
35,42,22,28.210062,81.750561,6.934117,51.147757,mungbean
23,41,22,28.198145,82.279731,6.638912,44.921042,mungbean
31,40,22,29.408894,86.160635,6.365514,53.35487,mungbean
5,39,22,28.362914,81.979522,6.487124,43.051301,mungbean
21,39,22,28.990577,86.553348,6.435247,36.883581,mungbean
23,39,22,29.256493,81.979522,6.864839,42.024833,mungbean
24,39,22,28.65629,81.648335,6.622135,42.872404,mungbean
3,37,22,27.49347,85.96886,7.020331,43.626427,mungbean
4,37,22,27.850193,84.980645,6.954423,43.902001,mungbean
10,37,22,28.727527,89.127604,7.069748,58.529743,mungbean
20,37,22,27.643083,82.857912,6.976798,47.90243,mungbean
4,36,22,27.608874,86.133164,7.01274,43.800411,mungbean
28,35,22,29.530376,86.73346,7.156563,59.872321,mungbean
33,35,22,28.451443,80.034996,6.535303,56.99915,mungbean
36,60,21,28.275317,82.760208,6.397637,56.049954,mungbean
9,59,21,28.604074,87.618052,7.106262,37.722025,mungbean
20,56,21,27.529228,88.031119,6.974247,55.210859,mungbean
32,56,21,27.38539,88.66664,6.702772,58.299331,mungbean
32,56,21,27.464176,88.660359,6.696786,58.220106,mungbean
8,50,21,28.629112,89.114806,6.218924,50.499132,mungbean
8,50,21,28.526512,88.873947,6.240918,50.380675,mungbean
10,50,21,27.85313,86.586546,6.471873,52.709583,mungbean
9,49,21,29.914544,83.356352,6.6114,57.861397,mungbean
9,49,21,29.350823,85.536103,6.429924,56.208536,mungbean
10,49,21,28.501755,89.926994,6.236916,52.192408,mungbean
25,49,21,28.787611,81.556848,6.218924,50.541499,mungbean
10,48,21,28.16541,87.328191,6.441538,47.770995,mungbean
14,48,21,29.24599,84.800841,6.991242,53.432289,mungbean
24,48,21,27.973971,82.241283,6.218924,52.212527,mungbean
25,48,21,28.438097,83.489914,6.267684,52.5547,mungbean
36,48,21,28.363194,83.489914,6.267684,52.5547,mungbean
5,47,21,28.362914,85.991279,6.401456,43.051301,mungbean
9,47,21,28.140316,84.913592,6.485684,49.478533,mungbean
11,47,21,28.602584,87.581197,6.48431,45.846678,mungbean
34,47,21,28.870628,85.429348,6.525972,38.190491,mungbean
31,46,21,27.23925,86.404241,6.459252,56.52558,mungbean
5,45,21,28.362914,88.009893,6.248901,44.175809,mungbean
5,45,21,28.362914,88.009893,6.487124,43.051301,mungbean
5,45,21,28.337737,87.518533,6.505898,42.397285,mungbean
34,45,21,28.188371,82.606297,6.28738,37.011104,mungbean
37,44,21,28.438147,81.762097,7.199495,54.743397,mungbean
36,43,21,28.954512,84.859361,7.140438,57.659014,mungbean
36,43,21,28.363194,84.859361,7.140438,52.930311,mungbean
23,42,21,28.521407,83.011891,6.434126,44.299555,mungbean
34,42,21,28.833185,85.444219,6.792148,53.121129,mungbean
37,42,21,28.072436,86.458072,6.480498,58.681463,mungbean
4,41,21,29.745899,80.034996,6.797703,44.031991,mungbean
25,41,21,28.332745,80.034996,6.356963,42.769467,mungbean
35,41,21,28.658608,80.803066,6.680594,57.571372,mungbean
4,40,21,28.797281,80.457444,6.725551,44.300705,mungbean
10,40,21,28.727527,81.13903,6.248901,58.529743,mungbean
25,40,21,27.733291,81.13903,6.248901,44.175809,mungbean
4,39,21,28.144485,82.119305,6.725551,44.300705,mungbean
22,39,21,28.656351,82.054962,6.972747,44.578693,mungbean
25,39,21,27.895603,83.182929,6.218924,44.604251,mungbean
4,38,21,27.704346,85.417211,6.98781,43.651198,mungbean
21,38,21,28.486902,82.021367,7.042921,45.211338,mungbean
21,38,21,29.755389,86.451933,6.637677,37.546027,mungbean
22,38,21,29.531009,84.440448,6.739844,39.560389,mungbean
22,38,21,29.888922,85.904683,6.632793,36.120429,mungbean
32,38,21,28.297183,83.467855,6.67506,36.533572,mungbean
23,37,21,27.23925,86.404241,6.713411,56.124432,mungbean
25,37,21,28.997314,81.13903,6.248901,44.175809,mungbean
31,37,21,27.23925,86.404241,6.713411,37.312369,mungbean
31,37,21,27.23925,86.404241,6.684381,37.312369,mungbean
27,36,21,29.484849,87.104419,7.199495,59.872321,mungbean
31,36,21,27.273312,84.116906,6.87785,36.254278,mungbean
32,36,21,27.074007,86.372191,6.755593,36.698509,mungbean
37,36,21,28.22299,83.210912,6.723087,36.120429,mungbean
38,36,21,28.029526,84.884573,6.556373,36.120429,mungbean
4,35,21,27.604006,86.46928,6.986997,42.016201,mungbean
32,35,21,28.759217,83.850255,6.821001,58.674719,mungbean
34,35,21,28.44525,82.676395,6.684381,58.187132,mungbean
34,35,21,28.32363,83.220962,6.711636,53.809561,mungbean
38,35,21,28.432683,86.261378,6.80027,36.120429,mungbean
11,58,20,28.933371,86.009864,7.019393,37.759,mungbean
17,58,20,28.066428,85.916255,6.324005,58.866871,mungbean
17,58,20,28.080433,85.851808,6.436746,39.288516,mungbean
17,58,20,28.123083,85.82957,6.435455,39.265933,mungbean
17,58,20,28.066428,85.916255,6.429379,39.23831,mungbean
20,56,20,27.455016,87.918606,7.167358,58.46409,mungbean
27,56,20,29.211422,87.114978,6.418743,51.538482,mungbean
19,55,20,27.433294,87.805077,7.185301,54.733676,mungbean
19,55,20,27.433294,87.805077,7.185301,54.733676,mungbean
23,55,20,28.495279,84.487742,6.667185,39.16442,mungbean
36,55,20,27.014704,84.342627,6.635969,55.296354,mungbean
7,54,20,28.26044,81.317335,7.046986,39.2217,mungbean
8,54,20,28.334043,80.77276,7.034214,38.797641,mungbean
20,54,20,27.297125,87.389186,7.199495,54.014342,mungbean
22,54,20,28.561498,83.638022,6.666381,50.664875,mungbean
22,54,20,28.759055,84.191318,6.719961,41.573842,mungbean
22,54,20,28.561498,83.638022,6.689825,41.013132,mungbean
22,54,20,28.561498,83.489914,6.689825,41.013132,mungbean
18,53,20,28.341885,89.996156,7.196086,54.966784,mungbean
19,53,20,27.625174,89.996156,7.199495,53.239443,mungbean
8,50,20,28.812776,88.657287,6.265102,51.631573,mungbean
4,48,20,29.664616,84.281876,6.377569,56.09542,mungbean
9,48,20,29.664616,84.281876,6.377569,56.09542,mungbean
25,48,20,28.480942,83.943677,6.296296,53.689613,mungbean
13,47,20,29.2178,87.937242,6.421271,57.659014,mungbean
13,47,20,29.066966,87.84995,6.529745,43.802593,mungbean
13,47,20,29.2178,87.937242,6.544502,43.138663,mungbean
13,47,20,28.561498,87.937242,6.689825,41.013132,mungbean
15,47,20,29.308571,83.876102,7.003516,53.790915,mungbean
24,47,20,28.432151,84.085612,6.244698,50.169357,mungbean
24,47,20,28.408408,82.251779,6.287004,50.137567,mungbean
25,47,20,28.461136,84.358116,6.278806,52.674029,mungbean
13,46,20,29.914544,87.163105,6.696883,42.262462,mungbean
20,46,20,28.284697,84.718626,6.785031,36.120429,mungbean
4,42,20,28.063877,83.680886,6.76764,39.985052,mungbean
4,41,20,28.147209,83.800151,6.647966,37.448005,mungbean
9,41,20,28.705627,84.281876,6.705009,56.09542,mungbean
20,41,20,29.868601,89.487502,7.073048,58.413941,mungbean
20,41,20,28.213277,87.633483,7.199495,52.399395,mungbean
20,41,20,29.093906,89.996156,6.847085,51.479982,mungbean
20,41,20,29.273086,89.487502,7.073048,50.924655,mungbean
40,41,20,28.147209,86.121946,6.647966,50.015343,mungbean
5,40,20,29.03875,81.274175,6.722196,41.521747,mungbean
21,39,20,28.144485,82.119305,7.064782,46.756901,mungbean
22,39,20,28.152787,83.506209,7.199495,44.888532,mungbean
28,39,20,29.650212,80.298683,7.064782,46.756901,mungbean
6,38,20,27.83069,82.581021,6.76289,38.781099,mungbean
31,38,20,29.168034,84.474632,6.958179,59.871589,mungbean
32,38,20,27.467888,86.573977,6.736118,38.295519,mungbean
7,37,20,27.876812,80.805457,6.850916,41.790862,mungbean
22,37,20,27.627495,86.493669,6.605733,39.261376,mungbean
34,37,20,28.547569,82.250268,6.692487,58.848698,mungbean
33,36,20,29.131368,80.914204,6.667499,59.872321,mungbean
9,35,20,27.415035,80.980047,6.913809,40.531732,mungbean
35,35,20,28.506469,82.799786,6.699614,58.370973,mungbean
25,59,19,29.125909,83.953933,6.646003,44.010534,mungbean
25,59,19,29.066315,83.68692,6.62663,43.951837,mungbean
25,59,19,29.914544,83.271355,6.552669,43.705806,mungbean
25,57,19,28.036959,85.149595,6.558736,42.894759,mungbean
28,57,19,28.680502,86.572408,6.596334,51.535372,mungbean
20,53,19,28.284411,84.787887,6.557055,42.497105,mungbean
38,53,19,27.675035,85.056373,6.726077,53.177958,mungbean
35,52,19,27.106068,89.895933,6.698574,37.456806,mungbean
4,51,19,27.956397,83.52706,6.921994,53.018992,mungbean
33,48,19,28.251027,82.186616,6.790175,53.531453,mungbean
34,48,19,27.237732,86.152549,6.561138,53.815462,mungbean
34,47,19,27.560504,85.768615,6.564752,53.454673,mungbean
34,47,19,27.374574,85.506158,6.569803,53.177279,mungbean
34,47,19,27.313728,85.448152,6.568795,53.152231,mungbean
34,46,19,27.650861,84.012556,6.624883,53.170672,mungbean
5,45,19,28.863991,81.313392,6.695522,39.367919,mungbean
8,45,19,27.967123,85.161716,7.041218,45.750373,mungbean
21,45,19,27.8958,85.427756,7.102941,51.465784,mungbean
35,45,19,27.423604,86.199937,6.671606,54.930105,mungbean
4,44,19,27.956397,83.52706,6.921994,43.257268,mungbean
31,44,19,27.23925,86.404241,6.921994,37.312369,mungbean
20,43,19,27.193023,86.711521,7.118655,51.567764,mungbean
35,42,19,28.451959,83.201213,6.614045,59.438199,mungbean
3,41,19,27.825141,82.89123,6.646286,39.617926,mungbean
20,40,19,28.518314,89.996156,7.199495,50.782659,mungbean
21,38,19,28.168953,86.933722,6.77096,40.870697,mungbean
22,38,19,29.160243,82.601275,6.870965,36.923118,mungbean
37,38,19,28.40889,87.285697,6.28525,57.346894,mungbean
31,37,19,27.324896,87.745729,6.707672,38.509068,mungbean
33,37,19,27.926786,86.55432,7.18319,43.482619,mungbean
33,37,19,27.898986,86.548251,7.164195,43.233134,mungbean
33,37,19,27.764538,86.518903,7.072329,42.026533,mungbean
34,37,19,28.333746,87.179047,7.199495,42.936519,mungbean
8,36,19,27.14639,80.034996,6.912173,40.769239,mungbean
8,36,19,27.721614,80.692436,6.843907,39.442,mungbean
31,36,19,27.947359,85.584618,7.19251,42.566902,mungbean
37,59,18,27.996967,88.463551,6.782917,59.105665,mungbean
24,58,18,29.387752,85.127115,6.731123,44.26843,mungbean
25,58,18,28.951545,84.125672,6.622894,45.59743,mungbean
27,58,18,29.069867,83.364399,6.606835,45.409306,mungbean
19,55,18,27.433294,87.805077,6.715277,54.733676,mungbean
20,54,18,28.10727,88.287853,7.008686,52.489375,mungbean
36,53,18,27.476094,89.996156,6.547877,38.231253,mungbean
24,52,18,28.75262,89.134008,6.384011,53.867783,mungbean
39,52,18,28.217368,85.642575,6.800084,51.438113,mungbean
6,51,18,29.161746,86.121946,6.860603,40.16546,mungbean
0,49,18,29.641055,86.147935,7.057697,41.955924,mungbean
0,49,18,29.683617,87.935981,6.990095,41.824902,mungbean
0,48,18,29.537576,86.434847,6.763842,43.135991,mungbean
0,48,18,29.914544,84.664155,7.173958,41.525769,mungbean
6,47,18,29.161746,80.280381,6.715277,40.16546,mungbean
11,47,18,27.336844,88.502291,6.715277,40.16546,mungbean
8,45,18,27.930363,85.419602,7.010984,43.250959,mungbean
8,45,18,27.930349,85.420587,7.011031,43.250956,mungbean
21,45,18,27.426016,87.255258,7.058647,50.130742,mungbean
21,44,18,27.0691,86.899341,7.128511,50.467461,mungbean
22,41,18,28.705627,81.592007,6.689825,41.013132,mungbean
35,41,18,28.705627,81.592007,6.705009,59.870654,mungbean
3,39,18,27.754146,89.851277,6.60017,44.984924,mungbean
19,39,18,29.044562,81.867129,6.926468,44.948928,mungbean
34,39,18,29.061522,80.034996,6.671074,59.872321,mungbean
36,39,18,27.94319,87.021334,7.160769,40.069252,mungbean
2,38,18,28.342828,89.996156,6.855328,45.757366,mungbean
2,38,18,27.536329,89.929082,6.619891,45.485919,mungbean
24,60,17,29.337161,83.114028,6.611341,44.357733,mungbean
10,59,17,29.070414,89.059851,6.540097,56.499073,mungbean
24,59,17,29.100332,83.815735,6.6172,41.827666,mungbean
33,57,17,27.896361,88.717823,6.784153,57.798634,mungbean
22,56,17,29.878881,87.327612,6.89078,44.752159,mungbean
22,56,17,29.775305,87.246958,6.864413,44.437062,mungbean
33,55,17,27.0903,88.686771,6.722862,57.897891,mungbean
38,55,17,28.379063,88.661299,6.849636,40.532447,mungbean
10,54,17,27.047366,80.034996,6.926314,36.120429,mungbean
22,54,17,27.883529,83.638022,6.689825,44.644071,mungbean
26,54,17,28.547414,88.957045,6.272588,49.489724,mungbean
24,53,17,28.954512,89.078661,6.421271,57.659014,mungbean
25,53,17,28.619203,89.763721,6.666901,59.872321,mungbean
17,52,17,28.799037,85.606659,6.3601,44.763322,mungbean
17,52,17,27.883529,86.451476,6.364967,44.644071,mungbean
40,51,17,28.660863,86.121946,6.860603,50.015343,mungbean
2,50,17,29.641705,88.673677,6.948975,45.519115,mungbean
28,50,17,28.911255,87.825013,6.523054,55.393164,mungbean
39,50,17,28.352124,86.386271,6.884694,51.013909,mungbean
31,48,17,28.880789,86.942068,6.594739,53.797325,mungbean
31,47,17,29.1394,85.708785,6.548335,52.919738,mungbean
27,46,17,28.819143,87.430785,6.534331,46.170597,mungbean
5,45,17,28.022623,84.360152,6.931157,42.59634,mungbean
20,45,17,28.174587,83.696593,6.770955,37.246466,mungbean
24,45,17,29.914544,80.128425,6.842388,52.496995,mungbean
30,45,17,29.710007,84.410919,6.378953,49.525656,mungbean
31,45,17,28.878808,83.79234,6.486889,51.703272,mungbean
31,45,17,29.914544,82.787196,6.434282,48.810286,mungbean
24,44,17,29.859691,80.034996,6.666381,50.664875,mungbean
20,43,17,29.161687,82.95511,6.630642,36.430855,mungbean
8,41,17,29.129395,88.483126,7.085982,50.499132,mungbean
14,41,17,29.129395,88.483126,7.085982,36.450128,mungbean
14,40,17,28.479872,87.632659,7.199495,37.073303,mungbean
20,40,17,29.0087,85.721639,7.146263,45.721259,mungbean
19,39,17,27.962357,81.800924,6.581351,48.936695,mungbean
19,39,17,29.280862,81.800924,6.890156,44.474274,mungbean
20,39,17,29.876849,80.048022,6.706672,45.397848,mungbean
38,39,17,28.580278,84.992574,6.667875,59.320346,mungbean
6,38,17,27.80952,80.708043,6.555475,38.00657,mungbean
6,38,17,27.054355,80.034996,6.598204,37.589905,mungbean
19,38,17,29.914544,82.239375,6.990626,45.754541,mungbean
6,37,17,28.086572,80.350059,6.760694,38.144768,mungbean
7,37,17,27.877596,80.034996,6.752149,39.88757,mungbean
33,37,17,27.926786,88.483126,7.18319,43.482619,mungbean
40,37,17,29.044973,83.690115,6.774125,59.872321,mungbean
6,35,17,28.222258,81.149672,6.739322,36.912785,mungbean
33,59,16,28.607105,83.971976,6.600088,56.931487,mungbean
12,57,16,28.165658,81.332994,6.826251,36.120429,mungbean
14,57,16,29.602345,83.566214,6.594119,39.987164,mungbean
32,57,16,27.656433,87.573234,6.887138,55.884185,mungbean
8,56,16,28.27502,81.119298,6.846024,38.369469,mungbean
10,56,16,28.174327,81.045548,6.828187,38.797641,mungbean
10,56,16,28.174327,81.045548,6.828187,36.357207,mungbean
10,55,16,28.378167,82.030628,6.569308,36.498923,mungbean
31,53,16,28.74201,85.816759,6.452006,48.545986,mungbean
38,50,16,28.014156,86.675621,6.911065,52.107013,mungbean
28,47,16,27.734118,87.35454,6.630563,43.478766,mungbean
28,46,16,29.008124,84.960894,6.664188,45.910114,mungbean
28,46,16,29.008124,84.960894,6.664188,45.910114,mungbean
28,46,16,29.543027,89.996156,6.778,44.017485,mungbean
24,45,16,29.741952,80.520682,6.674357,47.570104,mungbean
26,45,16,29.404878,82.665866,6.665209,48.125407,mungbean
29,45,16,28.614751,89.996156,6.684024,44.609225,mungbean
29,45,16,28.436835,87.913327,6.583382,43.120633,mungbean
30,44,16,29.73013,82.891664,6.442336,50.915113,mungbean
30,44,16,29.174587,85.048749,6.502923,47.566947,mungbean
31,44,16,29.330779,83.314167,6.463235,51.284834,mungbean
35,44,16,29.73013,82.891664,6.442336,50.915113,mungbean
20,42,16,28.614371,87.624843,7.172314,47.121203,mungbean
20,39,16,28.586101,88.763334,7.199495,43.53034,mungbean
19,38,16,29.342704,82.046952,6.875224,44.635566,mungbean
1,37,16,27.381696,89.996156,6.631298,47.458047,mungbean
17,37,16,27.833367,85.198937,6.599211,47.603195,mungbean
6,36,16,27.112043,80.034996,6.609511,38.693019,mungbean
33,36,16,27.979428,85.505377,7.178375,46.618159,mungbean
35,36,16,28.455624,89.794049,6.337991,59.872321,mungbean
33,60,15,28.951724,81.670853,6.510841,56.511033,mungbean
10,59,15,29.830404,89.304283,6.324005,58.866871,mungbean
10,59,15,29.87536,89.909971,6.252433,57.679129,mungbean
10,58,15,29.792923,88.623143,6.32754,59.175301,mungbean
11,58,15,29.46416,88.502291,6.9784,51.098026,mungbean
31,58,15,29.530376,86.73346,7.156563,59.872321,mungbean
31,58,15,27.110265,84.967717,7.121571,51.526174,mungbean
31,58,15,27.244166,85.339409,7.04247,51.336435,mungbean
32,58,15,29.03266,82.702675,6.546599,55.923291,mungbean
40,58,15,29.46416,87.6089,6.9784,43.154115,mungbean
9,57,15,29.573295,89.715033,7.165121,42.99499,mungbean
14,57,15,29.875702,83.147963,6.623438,40.120442,mungbean
31,57,15,27.014704,85.245978,6.878157,51.954144,mungbean
31,57,15,27.367616,85.101624,7.015971,51.056153,mungbean
31,57,15,27.206156,84.521311,7.156037,49.287461,mungbean
39,57,15,28.531444,86.645001,6.866366,43.61845,mungbean
15,56,15,29.914544,82.846436,6.629502,40.963638,mungbean
21,51,15,29.364884,89.188695,6.679127,48.301593,mungbean
20,50,15,28.428059,88.354139,6.59283,46.808823,mungbean
21,50,15,28.366123,88.290055,6.678059,48.748479,mungbean
35,50,15,27.014704,86.0723,6.980647,53.650969,mungbean
32,49,15,29.111689,85.607345,6.587667,53.128613,mungbean
34,49,15,27.014704,86.347466,6.768447,54.930247,mungbean
37,49,15,29.914544,85.853844,6.401456,58.413941,mungbean
35,48,15,27.108181,87.451267,6.981758,55.03724,mungbean
35,48,15,27.277306,87.402684,6.944833,54.918939,mungbean
2,47,15,29.868601,85.991279,6.401456,58.413941,mungbean
11,47,15,29.868601,89.806506,6.401456,58.413941,mungbean
2,46,15,29.914544,85.43543,6.632535,59.872321,mungbean
31,45,15,29.759298,82.475811,6.419634,51.081102,mungbean
31,45,15,29.884417,83.240329,6.458615,48.546431,mungbean
21,44,15,27.956397,89.188695,6.679127,43.257268,mungbean
29,44,15,29.831285,83.086872,6.452425,50.759728,mungbean
30,43,15,29.799765,83.085418,6.439692,48.605756,mungbean
2,40,15,28.104427,80.034996,6.274166,49.962874,mungbean
2,40,15,27.290314,80.034996,6.498307,48.566302,mungbean
3,40,15,28.004001,82.322668,6.473351,49.374326,mungbean
16,40,15,29.167707,89.113781,7.099106,37.680555,mungbean
20,40,15,29.573295,88.075055,7.199495,45.044671,mungbean
